Categories,close,%Change,EMA50,lagged EMA50,RSI,RSI-based MA,RSI-RSIMA,ATR,ADX,MACD,RP,RHODL,RR,MVRV-Z,SupplyP,MinerFeeRev%,Thermocap,AA,AVGFees,Puell,INVCAP,ASOPR,AccuTrend,NUPL,BTCINFLATION,Liveliness,NVT,CVDD,SP500,NASDAQ,POSNEG
3,6282.53,-0.28%,6778.22,6798.453,39.04775,49.98537,-10.9376,292.06,24.72854,-122.261,5078.427,2040.093,0.003453,0.46074,9346303,1.30E-02,9.03E+09,651085,9.80E-05,0.679745,7.86E+10,0.959976,0.190695,0.19624,0.037967,0.59665,27.06724,2647.951,2887.89,7972.473,0
3,6478.04,-0.12%,6739.068,6749.722,45.31521,47.14617,-1.83096,271.1802,23.73506,-117.723,5069.633,2218.005,0.003532,0.534161,10428642,1.27E-02,9.06E+09,620756,9.51E-05,0.653756,7.85E+10,0.995894,0.186323,0.22173,0.03549,0.5968,30.16453,2656.052,2904.98,8010.043,0
3,6498,-0.32%,6721.31,6730.425,46.03011,44.88557,1.144538,254.2726,22.82941,-101.02,5068.693,2101.241,0.003508,0.53035,10443571,7.47E-03,9.09E+09,470014,7.29E-05,0.685305,7.85E+10,0.992279,0.012432,0.222041,0.037399,0.59646,43.32354,2656.131,#N/A,#N/A,0
3,6250.7,-3.81%,6702.855,6721.31,39.37528,43.27777,-3.90249,259.1246,23.13617,-114.03,5066.739,2006.434,0.003456,0.448282,9180865,1.02E-02,9.10E+09,631051,7.27E-05,0.655527,7.84E+10,0.985795,0.106646,0.192981,0.0363,0.596315,29.33642,2656.745,2888.8,7895.793,0
3,6707.33,-0.63%,6673.957,6672.595,54.24359,44.56566,9.677925,255.0078,20.01352,-46.0146,5054.449,1777.918,0.003569,0.614711,11020678,9.54E-03,9.16E+09,562396,8.28E-05,0.784961,7.82E+10,0.993979,0.098796,0.247715,0.041765,0.59571,37.10799,2660.708,#N/A,#N/A,0
3,6696.99,-0.15%,6674.86,6673.957,53.88168,45.7392,8.14248,245.1465,19.1015,-28.9932,5054.68,1793.117,0.003561,0.608962,10960324,7.66E-03,9.17E+09,507611,7.23E-05,0.759561,7.82E+10,1.000756,0.010212,0.246695,0.040387,0.595514,49.86124,2660.945,#N/A,#N/A,0
3,6582.09,-1.72%,6671.222,6674.86,49.89771,46.48905,3.408654,239.0768,17.8063,-24.4927,5053.882,1769.869,0.003516,0.567577,10600264,8.31E-03,9.18E+09,614666,6.53E-05,0.741119,7.82E+10,0.991855,0.035045,0.233254,0.039833,0.595344,37.34488,2661.378,2919.37,7993.25,0
3,6436.89,-2.21%,6662.033,6671.222,45.33579,46.9382,-1.60241,240.6856,17.71629,-32.2705,5047.42,1874.005,0.0034,0.514412,10053187,9.53E-03,9.20E+09,648239,8.06E-05,0.819661,7.81E+10,0.959216,0.172046,0.217315,0.045606,0.595244,26.32352,2663.949,2915.56,8007.473,0
3,6620.01,-0.90%,6653.591,6654.962,51.47454,48.3473,3.127234,241.0407,15.45971,-14.2887,5048.087,1883.008,0.003496,0.587734,10860796,1.48E-02,9.23E+09,673169,0.000114,0.772581,7.81E+10,1.008883,0,0.240472,0.041463,0.594939,23.95566,2667.546,2913.98,8046.352,0
3,6581,-0.59%,6650.745,6653.591,50.12138,48.59582,1.525568,235.8228,14.56716,-11.5884,5046.317,1835.964,0.003428,0.579535,10792905,9.96E-03,9.24E+09,552193,8.76E-05,0.74929,7.80E+10,0.98164,0,0.235736,0.040909,0.594904,37.1547,2667.779,#N/A,#N/A,0
3,6572.83,-0.49%,6645.966,6648.951,49.74595,49.6898,0.056148,222.9935,12.99574,-6.64679,5042.921,1936.195,0.003428,0.567999,10730217,1.09E-02,9.27E+09,672466,8.99E-05,0.78137,7.80E+10,0.976417,0.083702,0.235026,0.042547,0.594609,29.60626,2669.911,2924.59,8037.301,0
3,6498.46,-1.13%,6640.181,6645.966,46.92844,50.00935,-3.08091,217.0204,12.54864,-11.8931,5040.964,1884.289,0.003406,0.556744,10458557,1.48E-02,9.28E+09,678534,0.000105,0.674598,7.79E+10,0.986067,0.185443,0.230803,0.036786,0.594524,26.10529,2671.683,2923.43,7999.547,0
3,6466.03,-0.50%,6633.352,6640.181,45.71259,50.11083,-4.39824,209.3039,12.43287,-18.4549,5038.474,1962.348,0.003356,0.53785,10217953,1.17E-02,9.29E+09,693998,8.82E-05,0.705563,7.79E+10,0.980168,0.195288,0.224746,0.038971,0.594464,29.94292,2672.411,2925.51,8025.086,0
3,6552.43,-0.63%,6625.584,6628.57,49.39188,49.53737,-0.14549,189.5554,10.2635,-10.9245,5036.687,1759.525,0.003385,0.569809,10767924,1.11E-02,9.33E+09,588469,8.19E-05,0.616601,7.79E+10,0.996359,0.053549,0.235389,0.033497,0.594096,41.70076,2673.78,#N/A,#N/A,0
3,6589.48,-0.28%,6621.496,6622.803,51.0368,49.83278,1.20402,170.8114,9.283145,-1.53414,5036.253,1678.596,0.003375,0.588424,11150795,1.02E-02,9.36E+09,621377,7.07E-05,0.643693,7.78E+10,0.994645,0.118402,0.241821,0.03485,0.593736,32.36466,2676.325,2880.34,7738.016,0
3,6524.56,-0.99%,6617.694,6621.496,47.68773,49.9517,-2.26398,169.0277,8.965417,-4.84705,5036.005,1737.622,0.00334,0.56998,10701582,8.61E-03,9.37E+09,642587,6.39E-05,0.70754,7.78E+10,0.997388,0.131293,0.235461,0.03867,0.593657,24.59251,2678.22,2785.68,7422.051,0
3,6183.49,-0.20%,6553.12,6568.207,35.8138,45.36051,-9.54671,173.4217,14.704,-87.5124,5009.746,1721.302,0.003175,0.469822,9209262,8.64E-03,9.42E+09,524073,6.50E-05,0.536928,7.74E+10,0.983976,0,0.203652,0.030481,0.5934,39.91008,2682.133,#N/A,#N/A,0
3,6443.7,-0.21%,6541.132,6545.109,49.02332,45.7289,3.29442,190.722,14.91623,-56.1451,5006.583,1922.594,0.003272,0.563532,10454249,1.08E-02,9.45E+09,673355,7.24E-05,0.674724,7.73E+10,0.983474,0.268203,0.235298,0.037003,0.59337,25.68192,2688.29,2809.21,7642.703,0
3,6394.96,-0.76%,6535.4,6541.132,46.82006,45.55416,1.265902,186.7298,14.62958,-52.7325,5004.914,1912.511,0.00325,0.538882,9952707,1.04E-02,9.46E+09,654562,7.13E-05,0.671902,7.73E+10,0.989463,0.263599,0.227461,0.036999,0.593247,24.22739,2688.964,2768.78,7485.141,0
3,6382.99,-0.19%,6529.423,6535.4,46.27007,45.1999,1.070172,177.3741,14.35614,-50.4127,5006.202,1929.202,0.003212,0.534883,9969217,9.85E-03,9.47E+09,685189,6.96E-05,0.684786,7.73E+10,1.007894,0.279317,0.22595,0.038088,0.593187,25.21542,2691.796,2767.78,7449.027,0
3,6407.65,-0.13%,6516.191,6520.621,47.6185,44.63348,2.985018,151.8553,13.95204,-37.7433,4980.02,1818.242,0.003201,0.549443,10072545,8.55E-03,9.51E+09,676886,6.54E-05,0.750486,7.68E+10,0.988629,0.153052,0.231735,0.041633,0.593196,29.51685,2697.439,2755.88,7468.629,0
3,6395.14,-0.20%,6511.444,6516.191,46.87774,44.33641,2.541334,144.6871,13.61608,-35.7081,4978.178,1786.842,0.003186,0.544457,10064502,8.54E-03,9.52E+09,683472,6.55E-05,0.744077,7.68E+10,0.986433,0.261738,0.230915,0.041354,0.593107,24.8251,2698.433,2740.69,7437.539,0
3,6395.58,-0.32%,6503.303,6507.7,46.97552,45.30846,1.667054,132.9665,13.61051,-30.4358,4975.398,1667.91,0.003173,0.550191,10157818,1.01E-02,9.54E+09,659213,6.89E-05,0.662679,7.67E+10,0.986406,0.331487,0.232091,0.0367,0.592909,23.28003,2699.472,2705.57,7318.336,0
3,6403.62,-0.09%,6492.282,6495.901,47.59695,47.84317,-0.24622,115.1594,13.83477,-23.7784,4969.711,1631.704,0.003152,0.553623,10452395,9.35E-03,9.58E+09,560468,7.52E-05,0.6763,7.66E+10,0.991773,0.207044,0.234133,0.037507,0.592574,52.49286,2701.561,#N/A,#N/A,0
3,6266,-2.15%,6483.408,6492.282,38.22474,47.08056,-8.85582,121.5044,13.39004,-33.0671,4968.03,1554.519,0.003112,0.499735,9274141,1.06E-02,9.59E+09,708277,7.27E-05,0.698494,7.66E+10,0.987991,0.323831,0.215787,0.039141,0.592405,29.13001,2701.982,2641.25,7050.293,0
3,6331.96,-0.28%,6453.944,6458.923,44.63007,45.42389,-0.79383,104.7529,10.13273,-36.0208,4959.532,1390.849,0.003059,0.511229,9612721,6.71E-03,9.65E+09,641836,5.45E-05,0.764513,7.64E+10,0.993642,0.393826,0.220472,0.043223,0.591785,48.70307,2705.861,#N/A,#N/A,0
3,6404,-0.30%,6450.83,6452.742,51.06402,46.00489,5.059129,105.1931,10.89307,-22.0858,4958.525,1389.554,0.003076,0.531983,10020538,1.03E-02,9.67E+09,712966,6.31E-05,0.690948,7.64E+10,0.997409,0.512274,0.22789,0.038565,0.591498,29.17105,2706.906,2738.31,7328.852,0
3,6406.24,-1.49%,6450.967,6452.793,50.1782,47.5387,2.639499,102.9489,12.7648,-2.39996,4958.846,1269.742,0.003079,0.544692,10072948,1.37E-02,9.70E+09,700109,7.57E-05,0.585888,7.64E+10,0.999302,0.709069,0.231022,0.032298,0.591228,31.82572,2709.4,2806.83,7530.887,0
3,6334.89,-1.11%,6446.415,6450.967,44.96799,47.34432,-2.37633,103.4526,12.13663,-7.44194,4958.567,1238.053,0.00304,0.520341,9641025,1.39E-02,9.71E+09,704782,7.90E-05,0.608923,7.64E+10,0.997562,0.682021,0.223401,0.033923,0.591166,29.95902,2710.589,2781.01,7406.902,0
3,6327.87,-0.47%,6434.837,6439.203,44.59788,47.60805,-3.01017,97.13511,10.29196,-14.8938,4957.888,1191.88,0.003013,0.515225,9450402,1.08E-02,9.74E+09,683380,6.39E-05,0.668627,7.64E+10,0.997057,0.41582,0.221934,0.037449,0.590771,29.9397,2712.08,2726.22,7200.867,0
3,6259.34,-1.08%,6427.954,6434.837,39.71423,47.70339,-7.98916,95.60546,10.1551,-22.7529,4955.855,1181.092,0.00299,0.509673,9426352,1.19E-02,9.75E+09,650636,6.48E-05,0.570177,7.64E+10,0.986546,0.549544,0.220589,0.032012,0.590744,30.22147,2713.657,2722.18,7200.875,0
3,5579.52,-0.46%,6363.693,6395.7,18.27389,44.09813,-25.8242,182.2305,17.67392,-127.449,4910.384,1556.448,0.002619,0.267327,8883033,2.38E-02,9.77E+09,719899,0.000133,0.531543,7.56E+10,0.8789,0.858908,0.130638,0.033904,0.591447,11.95891,2727.627,2730.2,7259.031,0
3,5512.24,-1.21%,6330.302,6363.693,17.21056,42.03669,-24.8261,183.4933,21.10866,-167.902,4903.206,1537.292,0.002613,0.24416,8568591,2.29E-02,9.78E+09,713928,0.00013,0.526665,7.54E+10,0.96173,0.985946,0.120572,0.033629,0.591754,20.7998,2728.94,2736.27,7247.871,0
3,5504.17,-0.15%,6297.905,6330.302,17.08216,40.06899,-22.9868,177.0416,24.29806,-198.327,4900.388,1493.175,0.002585,0.237911,8609398,1.18E-02,9.79E+09,594720,8.21E-05,0.601725,7.54E+10,0.972101,0.899389,0.118129,0.038793,0.591671,38.28313,2729.08,#N/A,#N/A,0
3,4103.19,-0.94%,5350.916,5401.844,33.78568,21.61272,12.17296,359.7407,50.65855,-529.503,4752.035,912.0508,0.001913,-0.22326,8223530,1.61E-02,9.89E+09,507836,0.000104,0.366901,7.28E+10,0.962987,0.851376,-0.14704,0.030335,0.596647,26.04042,2780.421,#N/A,#N/A,0
3,3380.01,-1.55%,5040.298,5108.065,25.74343,26.80356,-1.06013,355.2125,53.13298,-531.623,4693.547,1220.793,0.001556,-0.46883,7180512,2.14E-02,9.92E+09,663545,0.000123,0.304787,7.18E+10,0.888355,1,-0.37157,0.030321,0.612094,18.84253,2897.046,2633.08,6969.254,0
3,3410.15,-3.43%,4860.168,4919.352,29.06345,29.47087,-0.40741,334.3267,53.82506,-505.105,4678.831,993.6026,0.001619,-0.42727,7282100,1.46E-02,9.94E+09,620281,8.90E-05,0.349847,7.16E+10,0.921779,1,-0.33595,0.033015,0.611877,25.7247,2897.27,2637.72,7020.52,0
3,3349.36,-1.78%,4800.92,4860.168,28.21232,30.14759,-1.93527,319.834,53.88703,-496.88,4657.95,765.0469,0.00157,-0.45039,7219099,1.47E-02,9.94E+09,622306,9.28E-05,0.344726,7.12E+10,0.828791,1,-0.35999,0.033283,0.612045,22.41953,2899.054,2636.78,7031.832,0
3,3265,-4.82%,4689.044,4747.168,28.57173,29.69889,-1.12716,301.5453,53.45941,-471.511,4645.187,451.9462,0.001552,-0.48566,6975879,1.33E-02,9.95E+09,642762,8.23E-05,0.360673,7.10E+10,0.942861,1,-0.40182,0.034901,0.61195,22.49708,2899.559,2650.54,7070.336,0
3,3195.71,-2.12%,4630.482,4689.044,27.5588,29.54224,-1.98344,291.4277,53.55382,-466.33,4634.342,424.5895,0.001495,-0.50264,6960693,1.36E-02,9.96E+09,696382,9.10E-05,0.390058,7.08E+10,0.891766,0.982481,-0.42884,0.03897,0.611917,22.52321,2899.816,2599.95,6910.664,0
3,3183,-0.40%,4573.718,4630.482,27.36714,29.04407,-1.67693,277.74,53.65397,-457.97,4629.194,409.4162,0.001469,-0.50864,6977435,9.77E-03,9.97E+09,598783,6.99E-05,0.393406,7.07E+10,0.924132,0.880279,-0.43148,0.039782,0.611777,33.15544,2899.569,#N/A,#N/A,0
3,3944.93,-0.89%,4349.829,4366.356,51.94827,38.51385,13.43442,280.954,37.08169,-130.064,4595.032,469.0096,0.001818,-0.21759,9044594,6.97E-03,1.00E+10,522599,6.17E-05,0.60229,7.01E+10,0.96803,0.854359,-0.14815,0.047118,0.611144,39.283,2903.018,#N/A,#N/A,0
3,3729.31,-4.08%,4232.625,4253.169,47.16939,47.02916,0.140229,283.781,26.64378,-67.9104,4564.938,369.5142,0.00176,-0.21986,8234309,8.80E-03,1.01E+10,569946,5.78E-05,0.470399,6.96E+10,0.918523,0.703697,-0.19377,0.036735,0.610423,25.41025,2905.381,#N/A,#N/A,0
3,3691.86,-3.58%,4196.211,4216.797,46.4265,49.08468,-2.65818,271.1287,23.37905,-59.967,4555.779,323.3715,0.001701,-0.2974,7748726,8.14E-03,1.01E+10,553993,6.13E-05,0.515752,6.94E+10,0.933413,0.711532,-0.21683,0.041343,0.610105,33.19526,2905.498,2506.85,6635.277,0
3,3787.57,-2.65%,4155.28,4170.289,48.76326,49.39756,-0.63431,248.2038,19.63049,-34.5158,4547.854,315.1073,0.001731,-0.25982,8282036,9.80E-03,1.01E+10,602487,6.59E-05,0.531792,6.93E+10,0.957611,0.652822,-0.1854,0.041329,0.609602,24.6965,2905.192,2447.89,6463.504,0
3,3798.62,-0.57%,4128.67,4142.142,49.0475,49.13209,-0.0846,228.9853,17.51402,-26.9496,4544.705,253.7547,0.001723,-0.25538,8315529,5.99E-03,1.01E+10,510108,4.63E-05,0.563973,6.93E+10,0.990638,0.600328,-0.18278,0.043498,0.609248,32.99209,2904.637,#N/A,#N/A,0
3,4006.01,-0.87%,4120.556,4125.232,54.53521,49.42464,5.110574,226.6905,18.05956,8.906426,4540.842,253.1748,0.001797,-0.1887,9531683,1.34E-02,1.01E+10,605722,8.39E-05,0.51556,6.92E+10,0.988573,0.562395,-0.12761,0.037511,0.608985,23.65236,2905.646,2549.69,6823.469,0
3,3993.86,-0.30%,4115.588,4120.556,54.13658,49.89719,4.239396,222.744,18.52677,18.97737,4536.99,267.8235,0.001789,-0.18394,9519557,9.82E-03,1.01E+10,618858,6.58E-05,0.618219,6.91E+10,0.960189,0.615427,-0.12537,0.04512,0.608923,25.60323,2905.937,2574.41,6897,0
3,3619.41,-0.45%,4056.453,4074.291,43.014,49.51147,-6.49747,214.2375,17.65266,-29.4665,4490.421,333.6147,0.00162,-0.30199,7426563,9.83E-03,1.02E+10,511629,6.09E-05,0.468358,6.83E+10,0.966597,0.435615,-0.22647,0.036678,0.609844,32.85617,2916.204,#N/A,#N/A,0
3,3514.24,-2.91%,4035.189,4056.453,40.16228,48.8352,-8.67291,210.3862,17.73393,-49.4196,4488.008,329.8709,0.0016,-0.3423,7320629,8.21E-03,1.02E+10,484995,5.12E-05,0.461287,6.83E+10,0.962344,0.372246,-0.26207,0.036403,0.609684,34.93886,2916.245,#N/A,#N/A,0
3,3580.76,-2.28%,4003.39,4020.64,43.29405,48.31511,-5.02105,205.2045,16.91591,-61.0191,4487.125,405.0154,0.001619,-0.31189,7380469,1.27E-02,1.02E+10,618207,7.02E-05,0.455056,6.83E+10,1.013284,0.558098,-0.23589,0.035045,0.611111,18.45684,2944.32,2610.3,7023.836,0
3,3607.85,-0.90%,3959.96,3974.332,44.48869,47.21474,-2.72605,182.3322,16.28878,-65.9323,4481.58,323.4329,0.001603,-0.30312,7560701,1.20E-02,1.02E+10,625350,6.84E-05,0.477503,6.82E+10,0.9769,0.413855,-0.22508,0.036656,0.613838,27.92669,2947.84,2670.71,7157.227,0
3,3536.19,-3.98%,3932.893,3949.085,42.57284,46.17817,-3.60533,183.7779,14.92537,-67.1968,4477.684,317.0657,0.001601,-0.31931,7315477,7.30E-03,1.02E+10,514495,4.91E-05,0.549492,6.81E+10,0.965763,0.204359,-0.24365,0.041798,0.613497,37.06482,2947.175,#N/A,#N/A,0
3,3531.76,-0.13%,3917.163,3932.893,42.42707,45.3133,-2.88624,176.478,14.73463,-72.0494,4475.369,310.7236,0.001565,-0.32887,7245547,1.05E-02,1.02E+10,596512,6.32E-05,0.514705,6.81E+10,0.972037,0.262992,-0.25143,0.039893,0.613314,29.5506,2948.407,#N/A,#N/A,0
3,3553.01,-0.67%,3890.067,3903.824,43.61281,43.85292,-0.2401,171.025,15.1674,-72.0271,4463.65,221.1276,0.001568,-0.32147,7332294,1.23E-02,1.02E+10,681835,7.73E-05,0.507188,6.79E+10,0.972885,0.334028,-0.24526,0.038801,0.613305,25.62062,2948.55,2638.7,7025.766,0
3,3562.17,-0.19%,3865.11,3877.475,44.13095,43.99272,0.138234,156.738,15.66651,-68.8826,4458.57,205.9482,0.001562,-0.31372,7565706,1.42E-02,1.03E+10,627179,8.25E-05,0.481645,6.78E+10,0.963442,0.374629,-0.23847,0.036629,0.612935,26.20334,2947.918,2664.76,7164.863,0
3,3556.07,-0.17%,3852.991,3865.11,43.85406,44.05272,-0.19866,153.9538,15.11617,-67.3877,4456.299,204.2197,0.001569,-0.31305,7529898,1.05E-02,1.03E+10,585758,6.90E-05,0.528188,6.77E+10,0.962405,0.308531,-0.23687,0.039872,0.612755,35.68367,2947.577,#N/A,#N/A,0
3,3531.02,-0.70%,3840.364,3852.991,42.67006,44.23185,-1.56178,149.5828,15.17153,-67.4468,4454.215,200.8785,0.001558,-0.31785,7318619,9.20E-03,1.03E+10,496605,5.75E-05,0.48135,6.77E+10,0.964616,0.25031,-0.24282,0.036351,0.612567,41.65265,2947.206,#N/A,#N/A,0
3,3429.95,-2.86%,3824.27,3840.364,38.18995,43.69607,-5.50612,150.4634,15.90312,-74.7871,4448.407,204.2903,0.00151,-0.35587,7135641,1.32E-02,1.03E+10,636796,7.85E-05,0.496267,6.76E+10,0.945533,0.232504,-0.28103,0.03851,0.612428,20.55263,2947.394,2643.85,7085.684,0
3,3397.42,-0.95%,3807.53,3824.27,36.84892,43.23571,-6.38678,146.8967,16.81595,-82.2808,4443.498,207.8645,0.00149,-0.3652,7069681,1.25E-02,1.03E+10,626782,7.10E-05,0.494703,6.75E+10,0.950466,0.262906,-0.28903,0.038776,0.612351,23.33644,2947.542,2640,7028.289,0
3,3411.5,-0.76%,3778.06,3793.021,38.46513,42.38973,-3.9246,137.8699,17.80912,-86.4907,4435.205,221.9268,0.001499,-0.35539,7111683,1.48E-02,1.03E+10,640456,8.21E-05,0.532308,6.74E+10,0.969048,0.345212,-0.2823,0.041206,0.612402,23.22225,2949.553,2704.1,7281.738,0
3,3414.78,-1.55%,3739.819,3753.086,39.82758,41.55284,-1.72527,126.4998,19.01208,-81.0298,4428.486,234.4322,0.001497,-0.3534,7165061,8.47E-03,1.03E+10,521476,4.91E-05,0.478614,6.73E+10,0.971244,0.284079,-0.27907,0.036594,0.611903,36.31627,2948.736,#N/A,#N/A,0
3,3409.57,-0.15%,3726.868,3739.819,39.54847,41.34723,-1.79876,120.3141,19.40784,-80.5018,4423.9,224.3953,0.001488,-0.35284,7125283,9.21E-03,1.03E+10,616372,5.10E-05,0.508762,6.72E+10,0.939343,0.327869,-0.27947,0.039022,0.611733,29.75713,2948.702,2724.87,7347.535,0
3,3367.36,-1.78%,3701.524,3715.163,37.66254,40.68191,-3.01937,112.8513,20.65166,-79.433,4416.927,219.0284,0.001465,-0.3684,6955803,1.05E-02,1.03E+10,687619,6.24E-05,0.56239,6.71E+10,0.944226,0.361619,-0.2942,0.043622,0.611493,26.02288,2949.653,2731.61,7375.281,0
3,3359,-0.25%,3688.092,3701.524,37.19713,40.1659,-2.96877,107.0141,21.46541,-80.577,4413.242,206.9236,0.001462,-0.37165,6834431,7.64E-03,1.03E+10,647015,4.74E-05,0.596879,6.70E+10,0.954165,0.350262,-0.29864,0.046336,0.611445,27.00933,2949.719,2706.05,7288.352,0
3,3590.36,-1.60%,3678.151,3681.735,53.0189,43.94771,9.071189,113.657,20.52259,-18.1036,4409.105,191.121,0.001559,-0.27945,8047568,1.26E-02,1.04E+10,692066,7.33E-05,0.536559,6.69E+10,0.978241,0.204362,-0.20964,0.038451,0.610815,27.27913,2949.364,2709.8,7307.906,0
3,3588.06,-0.06%,3674.618,3678.151,52.8546,45.09097,7.76363,110.4508,19.86577,-11.6692,4406.455,195.6784,0.001549,-0.27746,8261030,2.10E-02,1.04E+10,826410,0.000126,0.472581,6.69E+10,0.973026,0.215041,-0.20575,0.033865,0.610736,25.56034,2949.525,2744.73,7414.617,0
3,3576.68,-0.32%,3670.778,3674.618,51.99605,45.97186,6.024194,107.205,19.34819,-7.40281,4396.804,210.8992,0.001548,-0.28116,8089487,1.83E-02,1.04E+10,765345,0.000101,0.566028,6.67E+10,0.907189,0.255698,-0.21054,0.040606,0.610724,23.83255,2950.9,2753.03,7420.379,0
3,3561.5,-0.42%,3666.492,3670.778,50.81042,46.85366,3.956755,103.3975,18.50302,-5.18679,4395.461,209.0198,0.00154,-0.28536,7850917,1.46E-02,1.04E+10,618703,7.39E-05,0.521691,6.67E+10,0.981559,0.128904,-0.21577,0.037359,0.610687,30.27579,2950.868,2745.73,7426.953,0
3,3897.71,-1.05%,3693.653,3685.324,68.19259,58.35908,9.833508,113.4514,26.06849,79.55362,4386.701,239.0908,0.00167,-0.16047,9885286,2.28E-02,1.04E+10,648082,0.000117,0.492262,6.66E+10,0.976069,0.19947,-0.10933,0.031417,0.61037,23.5779,2956.042,2774.88,7459.707,0
3,3799.48,-0.51%,3726.767,3723.799,54.04638,60.64764,-6.60126,138.3938,30.14406,84.09305,4377.861,245.4568,0.001616,-0.19226,9330449,1.75E-02,1.05E+10,704073,9.78E-05,0.65683,6.64E+10,0.991223,0.292132,-0.13476,0.042716,0.609966,22.47462,2957.776,2793.9,7549.297,0
3,3792.14,-0.20%,3732.086,3729.635,53.62733,60.99668,-7.36935,141.5973,28.36047,70.90026,4375.044,256.0339,0.001614,-0.1911,9190277,1.59E-02,1.05E+10,692856,8.24E-05,0.616681,6.64E+10,0.9905,0.289287,-0.135,0.039732,0.610288,19.21939,2966.332,2784.49,7532.531,0
3,3786.93,-0.60%,3739.843,3737.921,52.99648,61.15705,-8.16056,123.9118,26.35828,55.81855,4372.343,296.066,0.001606,-0.19526,8899926,1.16E-02,1.05E+10,555616,6.05E-05,0.606192,6.63E+10,0.991954,0.173104,-0.13654,0.03864,0.610607,15.30412,2967.189,#N/A,#N/A,0
3,3700.72,-2.28%,3738.309,3739.843,47.51905,59.59802,-12.079,124.5324,24.7056,43.69062,4367.499,287.14,0.001573,-0.22326,8482557,1.63E-02,1.05E+10,681621,9.36E-05,0.560663,6.62E+10,0.952982,0.243927,-0.16093,0.036212,0.61043,18.936,2967.651,2792.81,7577.566,0
3,3843.12,-0.36%,3754.701,3751.092,55.36438,55.52028,-0.15591,122.2035,21.17422,46.24548,4364.143,252.6353,0.001624,-0.17158,9662643,1.86E-02,1.05E+10,711508,0.000121,0.626413,6.62E+10,0.983566,0.317809,-0.11997,0.03862,0.610068,24.06956,2968.354,2743.07,7408.141,0
3,3900.93,-0.41%,3766.551,3761.066,58.29899,54.83289,3.466099,116.3584,19.56336,52.57278,4362.813,200.0598,0.001628,-0.15178,10219405,1.11E-02,1.06E+10,521885,8.97E-05,0.589386,6.62E+10,0.985254,0.201551,-0.10327,0.035921,0.609767,35.74804,2968.403,#N/A,#N/A,0
3,3849.68,-1.31%,3769.811,3766.551,54.25401,54.77887,-0.52486,114.8199,18.23185,49.24541,4360.832,191.7562,0.001617,-0.16588,9714247,1.71E-02,1.06E+10,750665,0.000105,0.613705,6.61E+10,0.978887,0.249767,-0.11667,0.037531,0.609713,24.71729,2968.471,2783.3,7558.063,0
3,3851.02,-0.23%,3776.394,3773.348,54.17952,54.85026,-0.67074,107.3261,16.04549,43.81257,4357.663,197.3686,0.001608,-0.16398,9664084,2.09E-02,1.06E+10,716425,0.000126,0.584706,6.61E+10,0.993131,0.353452,-0.11572,0.035641,0.609546,23.26875,2969.247,2810.92,7643.406,0
3,3967.01,-0.58%,3799.19,3792.341,61.2611,56.4018,4.859299,103.5563,14.84715,53.44309,4353.476,241.0249,0.00165,-0.11916,10904893,9.11E-03,1.06E+10,538878,7.39E-05,0.656868,6.60E+10,1.002357,0.220744,-0.07992,0.038584,0.609102,35.8092,2970.377,#N/A,#N/A,0
3,3972.76,-1.47%,3828.022,3822.114,58.91538,58.80238,0.112999,100.3459,15.3049,62.37515,4351.11,244.2375,0.001655,-0.11788,10698473,1.95E-02,1.06E+10,708212,0.000118,0.652098,6.60E+10,0.988687,0.325307,-0.07956,0.037759,0.608647,22.08543,2972.657,2854.88,7838.961,0
3,3983.43,-0.01%,3839.985,3834.13,59.68589,59.1206,0.56529,91.55674,14.69373,59.44836,4349.246,232.8447,0.001639,-0.11449,10774471,9.81E-03,1.07E+10,583493,7.14E-05,0.659879,6.59E+10,0.989338,0.125462,-0.07801,0.038288,0.608428,34.58802,2972.328,#N/A,#N/A,0
3,3969.52,-0.35%,3845.064,3839.985,58.01108,59.10003,-1.08896,87.69055,14.15997,56.33556,4348.596,224.3641,0.001634,-0.12164,10497159,8.29E-03,1.07E+10,559556,6.94E-05,0.682814,6.59E+10,0.990503,0.041721,-0.08111,0.03963,0.608231,37.98846,2971.985,#N/A,#N/A,0
3,3907.53,-1.56%,3847.514,3845.064,51.12591,58.87659,-7.75068,89.88908,13.95798,48.3097,4346.962,224.576,0.001621,-0.14138,9834597,1.55E-02,1.07E+10,716713,9.07E-05,0.672096,6.59E+10,0.984563,0.116929,-0.09577,0.039087,0.608069,25.01,2971.997,2798.36,7637.543,0
3,4011.17,-0.38%,3863.353,3857.32,59.54061,59.57609,-0.03549,84.97773,13.43042,46.9125,4345.402,221.9905,0.001648,-0.10236,11008930,2.55E-02,1.07E+10,768228,0.000122,0.678408,6.59E+10,0.999047,0.177062,-0.068,0.038537,0.607806,22.05763,2972.959,2815.44,7669.164,0
3,4906.49,-1.40%,4015.469,3979.101,83.42974,66.1013,17.32845,185.1308,29.83228,220.8068,4366.703,332.357,0.001995,0.204527,11672481,8.11E-02,1.07E+10,806470,0.000436,0.803065,6.62E+10,1.024823,0.550774,0.114162,0.036898,0.607767,18.53383,2981.746,2879.39,7891.785,0
