Categories,close,%Change,EMA50,lagged EMA50,RSI,RSI-based MA,RSI-RSIMA,ATR,ADX,MACD,RP,RHODL,RR,MVRV-Z,SupplyP,MinerFeeRev%,Thermocap,AA,AVGFees,Puell,INVCAP,ASOPR,AccuTrend,NUPL,BTCINFLATION,Liveliness,NVT,CVDD,SP500,NASDAQ,POSNEG
1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
1,3250.4,-15.69%,3895.408,3921.735,27.24211,54.74499,-27.5029,312.9819,20.82422,-36.3792,1626.637,14402.81,0.00706,2.548682,12753095,6.60E-02,3.06E+09,773619,0.000574,2.514017,2.39E+10,0.956727,0.414071,0.498554,0.049085,0.564413,6.514297,761.2946,2495.62,6429.08,0
1,12839.99,-11.84%,12962.06,12967.04,41.98441,55.34097,-13.3566,1984.519,39.10379,259.2697,4950.296,74671.05,0.01871,4.314145,13613665,2.94E-01,4.84E+09,1009178,0.002262,3.222936,7.82E+10,1.061037,0.809552,0.612357,0.040795,0.602595,11.81188,1762.267,#N/A,#N/A,0
1,13308.06,-10.54%,13748.52,13766.49,42.88754,50.44409,-7.55655,1732.695,24.4313,53.79309,5330.473,72002.94,0.019202,3.974931,13125508,2.24E-01,5.20E+09,1223960,0.002065,3.848761,8.43E+10,1.028756,0.490867,0.596084,0.053818,0.606937,13.43181,1959.472,2767.56,7211.78,0
1,11570.01,-14.86%,13671.44,13757.22,36.64028,49.32975,-12.6895,1695.559,26.25201,-426.334,5362.68,52864.59,0.017069,2.951282,12700701,2.34E-01,5.34E+09,999056,0.001998,2.700667,8.48E+10,0.966649,0.341794,0.537538,0.044105,0.607446,8.245033,2001.143,2776.42,7223.69,0
1,9995,-10.14%,12612.62,12719.46,35.16951,39.18449,-4.01497,1377.956,38.74495,-912.226,5336.291,40274.23,0.014775,2.108843,11933928,7.13E-02,5.67E+09,838805,0.000678,2.280506,8.42E+10,0.936206,0.01123,0.463048,0.046293,0.607987,20.657,2085.416,2822.43,7402.48,0
1,9014.23,-10.75%,12376.83,12514.08,31.37458,38.89597,-7.52139,1360.654,41.15878,-1044.25,5308.177,40521.78,0.013167,1.691372,11807456,9.67E-02,5.70E+09,842398,0.000831,1.926568,8.37E+10,0.945928,0.038273,0.410704,0.044301,0.608278,16.51611,2101.704,2821.98,7385.86,0
1,8167.91,-11.60%,11963.66,12118.58,30.07435,36.9471,-6.87276,1383.148,44.63508,-1233.03,5259.149,38236.54,0.012073,1.337993,11546402,4.76E-02,5.75E+09,720904,0.000642,1.942247,8.28E+10,1.022959,0,0.360375,0.049386,0.608712,27.45463,2149.031,#N/A,#N/A,0
1,6905.19,-15.46%,11765.28,11963.66,25.88862,36.14851,-10.2599,1421.738,46.01559,-1387.27,5226.285,37175.27,0.010532,0.75467,10957465,6.99E-02,5.77E+09,903239,0.000804,1.764156,8.23E+10,0.899886,0.027246,0.252271,0.05137,0.611542,11.38888,2163.873,2648.94,6967.53,0
1,8207.03,-10.26%,10269.3,10353.48,36.32711,48.00687,-11.6798,952.7354,22.14028,-363.05,5347.188,25661.78,0.009811,1.23059,11108510,2.02E-02,6.47E+09,574881,0.000194,1.359501,8.40E+10,0.949022,0.005802,0.355042,0.039593,0.611603,25.16622,2313.099,2749.48,7496.81,0
1,7079.99,-10.86%,9365.951,9459.255,31.69589,40.3289,-8.63301,726.1353,29.28373,-522.243,5263.815,18759.25,0.007745,0.804087,10245399,1.41E-02,6.70E+09,565338,0.000141,1.175029,8.25E+10,0.925967,0.014771,0.265414,0.041768,0.609689,27.29461,2335.481,2640.87,7063.44,0
1,5605.46,-10.45%,6395.7,6427.954,18.68724,46.0457,-27.3585,161.0944,13.97496,-80.8123,4949.135,1219.482,0.002874,0.281167,8640000,1.51E-02,9.76E+09,727941,8.82E-05,0.618828,7.62E+10,0.96607,0.632817,0.137568,0.036081,0.590752,21.28927,2716.998,2701.58,7136.391,0
1,4733.5,-14.87%,6208.753,6268.968,11.66002,35.01707,-23.357,226.9434,29.3875,-292.342,4883.866,1488.138,0.002451,0.002814,8313924,2.47E-02,9.81E+09,674496,0.000149,0.500529,7.51E+10,0.909458,1,-0.00456,0.033619,0.591467,21.80933,2731.468,2690.73,7028.477,0
1,3774.99,-11.88%,5850.43,5935.142,12.99775,21.99974,-9.00198,315.8371,44.78906,-583.917,4808.109,1092.043,0.001974,-0.32846,7747264,1.71E-02,9.84E+09,579231,0.000125,0.462632,7.38E+10,0.922366,0.93594,-0.23996,0.038223,0.591735,34.78651,2737.796,#N/A,#N/A,0
1,11159.29,-13.68%,8614.287,8510.409,63.28076,71.94418,-8.66341,862.3931,40.49305,989.3233,5027.181,966.9534,0.00411,2.159374,16192162,1.01E-01,1.19E+10,891780,0.000554,2.001282,7.75E+10,1.065537,0.598307,0.550856,0.037099,0.608432,15.98746,3226.464,2924.92,7967.758,0
1,10185.03,-10.42%,10018.26,10011.45,44.95254,56.43763,-11.4851,1027.149,27.71922,400.331,5268.871,834.0069,0.003639,1.72729,14772222,2.20E-02,1.23E+10,592137,0.000134,1.790961,8.16E+10,0.992012,0.430986,0.486617,0.037825,0.608783,14.00596,3311.878,#N/A,#N/A,0
1,9422.72,-13.19%,10026.41,10051.05,41.52373,55.10879,-13.5851,1087.468,25.64582,158.0372,5270.716,794.2763,0.00346,1.480445,14344406,3.00E-02,1.23E+10,786194,0.000173,1.891572,8.16E+10,1.00328,0.473841,0.444476,0.042343,0.608566,15.48021,3316.779,3004.04,8222.797,0
1,8530.01,-12.01%,10190.93,10258.72,23.70808,45.48365,-21.7756,478.3188,21.7682,-215.944,5743.369,634.1442,0.002738,0.937113,11953694,1.92E-02,1.37E+10,836545,0.000109,1.49704,8.94E+10,0.997713,0.105009,0.332608,0.040698,0.611071,19.02098,3644.979,2966.6,7993.625,0
1,4857.1,-38.81%,8761.752,8921.125,15.62077,37.3122,-21.6914,637.8974,30.85784,-620.882,5705.594,1816.76,0.001504,-0.26061,7868332,3.04E-02,1.63E+10,917471,0.000169,0.815976,8.79E+10,0.836436,0.68093,-0.13762,0.038432,0.607041,11.03802,4059.517,2480.64,7201.801,0
1,10172.52,-10.73%,11071.87,11108.58,33.47583,51.40218,-17.9264,489.5969,21.4933,-18.28,6222.448,1618.529,0.001985,1.210987,14506509,1.43E-01,1.81E+10,980455,0.000432,0.671931,9.69E+10,1.004415,0.543497,0.392617,0.016052,0.597812,26.16859,4397.181,3455.06,11458.1,0
1,30855.95,-13.09%,29384.66,29324.6,43.99343,65.06687,-21.0734,3504.337,26.91943,1848.729,11558.16,6537.272,0.005076,4.222919,16322062,1.30E-01,2.05E+10,1071960,0.000414,1.910256,1.95E+11,1.010613,0.767001,0.624955,0.015941,0.614605,29.80616,6155.574,3853.07,13530.91,0
1,49498.77,-12.78%,55413.56,55654.98,37.83354,50.63555,-12.802,3865.465,19.46906,-345.888,20197.7,11419.2,0.006512,3.365798,14914191,6.68E-02,2.57E+10,1262001,0.000256,2.530748,3.52E+11,1.056274,0.182795,0.595245,0.021194,0.621322,25.9379,9116.757,4063.04,13031.68,0
1,36731.75,-14.29%,52825.31,53482.2,22.94669,41.35317,-18.4065,4779.738,35.49815,-3722.68,19973.58,9030.663,0.004505,2.029382,13621722,1.36E-01,2.60E+10,1025222,0.000466,1.256804,3.48E+11,0.928413,0.253966,0.46221,0.015354,0.621745,13.8025,9268.932,4115.68,13299.74,0
1,31609.82,-11.17%,41050.86,41436.21,34.83469,44.57819,-9.7435,3199.886,38.68902,-1552.93,19659.16,5534.233,0.00362,1.308299,12577364,5.78E-02,2.70E+10,823420,0.000196,0.832928,3.41E+11,0.958367,0.005547,0.377429,0.012863,0.621359,29.97859,9605.573,4224.79,14141.48,0
1,46894.5,-11.01%,45119.9,45047.47,48.11271,59.67249,-11.5598,2697.2,26.61949,1547.838,20852.18,8028.189,0.004325,2.526011,15379319,1.89E-02,2.98E+10,933123,6.68E-05,1.509211,3.62E+11,0.994209,0.139627,0.554251,0.018729,0.619062,30.32646,10504.41,4520.03,15374.33,0
1,36456.94,-10.36%,46473.67,46882.52,22.40799,34.722,-12.314,2280.912,36.97134,-2037.67,24119.51,2475.34,0.002426,0.960247,11651626,1.43E-02,3.64E+10,1024832,4.46E-05,0.745836,4.20E+11,0.954363,0.217911,0.349791,0.016273,0.614728,11.13729,12698.53,4397.94,13768.92,0
1,30078.27,-11.61%,39638.73,40028.95,24.45674,38.48915,-14.0324,1966.966,31.10934,-1995.02,24234.57,871.9187,0.001719,0.452201,10103079,2.00E-02,4.04E+10,1039241,7.08E-05,0.776229,4.21E+11,0.936668,0.282371,0.216276,0.018749,0.613469,3.731898,14021.81,3991.24,11623.25,0
1,22460.97,-15.42%,31871.79,32255.9,24.17312,43.26046,-19.0873,1818.439,27.23439,-1387.13,23213.66,705.4593,0.001239,-0.05227,9717561,3.28E-02,4.13E+10,1003064,0.000103,0.50265,4.01E+11,0.920907,0.818692,-0.0122,0.01604,0.613424,4.415145,14316.73,3749.63,10809.23,0
2,20834.94,-10.15%,23311.9,23413,32.95073,54.87847,-21.9277,1099.51,20.72298,85.61781,21712.5,353.3845,0.001065,-0.06083,10044675,1.23E-02,4.26E+10,996153,4.94E-05,0.645261,3.73E+11,0.947686,0.038619,-0.01741,0.021457,0.611415,5.326836,14563.72,4228.48,12705.22,0
2,4649.99,-6.02%,3693.337,3654.289,65.96847,69.59631,-3.62784,250.2453,24.94045,345.7243,1565.563,18607.52,0.00919,5.2182,15989251,1.24E-01,2.94E+09,694967,0.001228,3.363162,2.30E+10,1.07414,0.683814,0.661581,0.046274,0.563845,14.4511,731.9564,#N/A,#N/A,0
2,4350,-5.93%,3870.12,3850.533,52.58311,66.96131,-14.3782,275.3453,19.018,220.3262,1622.01,19381.79,0.008785,4.449929,14748005,9.05E-02,3.00E+09,825463,0.00078,3.257691,2.38E+10,1.01879,0.51915,0.624664,0.049413,0.564526,8.997244,749.4012,2461.43,6360.19,0
2,3855.32,-7.42%,3921.735,3924.445,37.89661,58.24685,-20.3502,283.7536,18.63177,50.40085,1634.814,16017.03,0.007662,3.547136,13432930,5.33E-02,3.05E+09,718706,0.000508,2.994367,2.40E+10,0.980809,0.433472,0.576132,0.053725,0.564386,7.1501,758.8631,2498.37,6460.19,0
2,3617.47,-6.58%,3875.198,3885.718,40.85981,44.39997,-3.54016,346.7865,27.7996,-110.052,1642.722,13015.55,0.007336,3.028925,13311260,5.84E-02,3.11E+09,694692,0.000535,2.559204,2.41E+10,1.003996,0.281798,0.544972,0.049621,0.564999,9.901257,775.8309,2500.6,6422.69,0
2,5525.43,-6.44%,4785.742,4755.551,58.37378,73.75471,-15.3809,316.303,27.90082,405.0746,2003.976,24082.33,0.009769,4.413848,15168319,8.73E-02,3.42E+09,957970,0.000576,2.950358,2.99E+10,1.069731,0.102361,0.637005,0.046838,0.574751,8.188815,925.3663,2569.13,6598.43,0
2,6969.76,-5.71%,5520.148,5460.98,67.70793,69.95741,-2.24948,379.6502,37.69522,558.7849,2222.675,27214.86,0.011905,5.450759,15880130,1.26E-01,3.57E+09,825175,0.000887,2.75838,3.35E+10,1.073304,0.064205,0.681204,0.037076,0.578045,11.90452,994.2733,2591.13,6786.44,0
2,6577.62,-8.08%,5749.639,5715.844,53.71565,70.97647,-17.2608,442.6665,38.5999,479.183,2302.682,27792.86,0.011338,4.786754,15300791,1.76E-01,3.62E+09,795398,0.001178,2.331549,3.48E+10,1.066636,0.093778,0.649747,0.033378,0.578901,8.017541,1020.053,2582.3,6750.94,0
2,5886.35,-7.25%,5777.496,5773.053,43.24304,68.43959,-25.1965,497.3512,34.74325,300.7293,2361.197,31483.01,0.009949,3.854448,14715051,3.69E-01,3.63E+09,598617,0.00314,1.340055,3.57E+10,1.171441,0.110858,0.600244,0.022128,0.584303,9.064184,1088.565,#N/A,#N/A,0
2,16367.03,-5.88%,8858.505,8552.034,84.14376,81.8944,2.249361,1463.668,57.20087,2028.659,3679.065,76821.78,0.024624,10.00504,16496245,2.48E-01,4.14E+09,1124998,0.001666,5.353624,5.74E+10,1.204174,1,0.773293,0.043462,0.595693,8.627577,1397.535,2651.5,6840.08,0
2,15309.98,-6.46%,9111.504,8858.505,74.96257,82.1973,-7.23473,1569.763,59.36759,2094.463,3741.948,79810.06,0.023515,8.629748,15940843,2.07E-01,4.17E+09,1187726,0.001406,5.658535,5.84E+10,1.083852,0.995607,0.749149,0.04859,0.596076,7.031953,1409.578,#N/A,#N/A,0
2,16689.61,-5.87%,10229.74,9966.069,72.5518,82.0903,-9.5385,1743.235,65.84245,2381.164,4143.321,103525.9,0.025091,8.782131,15936893,2.06E-01,4.31E+09,1261339,0.001424,6.274726,6.51E+10,1.150841,1,0.749341,0.051999,0.59766,6.058371,1490.433,2662.85,6875.8,0
2,17838.73,-6.30%,11979.15,11739.98,66.62618,78.4809,-11.8547,1646.376,67.46238,2479.058,4596.147,94383.36,0.025998,8.157884,15885576,2.75E-01,4.54E+09,1048067,0.001751,4.663911,7.25E+10,1.088873,0.95033,0.74056,0.038863,0.599339,11.47056,1600.172,2681.47,6963.85,0
2,16496.89,-7.52%,12156.32,11979.15,58.72206,76.15082,-17.4288,1806.564,63.54603,2243.314,4678,93600.31,0.02374,7.208221,15074652,3.49E-01,4.57E+09,1025876,0.002463,4.132612,7.38E+10,1.139015,0.982828,0.716345,0.037728,0.600355,10.28686,1641.426,2679.25,6960.96,0
2,14210.57,-9.82%,12372.61,12297.59,47.7794,70.7188,-22.9394,2102.73,57.17749,1617.301,4714.214,90123.11,0.019412,5.579258,14554899,4.36E-01,4.62E+09,1112359,0.003932,3.792943,7.44E+10,1.007426,0.981883,0.671297,0.043101,0.601125,12.49537,1672.038,2683.34,6959.96,0
2,14221.94,-5.66%,12546.99,12478.62,47.87602,67.12333,-19.2473,2115.276,52.17891,1124.939,4757.707,76931.03,0.019528,5.419196,14531317,3.17E-01,4.68E+09,1023755,0.003154,3.677669,7.51E+10,1.037635,0.929965,0.66474,0.042241,0.601596,15.10783,1692.708,#N/A,#N/A,0
2,14450.01,-5.97%,12901.82,12838.63,48.57037,59.90631,-11.3359,2042.501,42.19773,608.3588,4889.101,72103.78,0.019889,5.261511,14535422,2.97E-01,4.78E+09,1003647,0.002577,3.547513,7.72E+10,1.022404,0.839736,0.661476,0.041372,0.60222,11.90228,1732.924,2687.54,6950.16,0
2,16174.22,-5.41%,13637.03,13533.47,55.57578,51.42027,4.155505,1733.262,26.09088,457.3047,5276.011,75712.31,0.023151,5.61251,15238542,2.53E-01,5.08E+09,1127763,0.001864,4.056575,8.35E+10,1.133528,0.610631,0.672862,0.045006,0.605272,7.712713,1924.735,#N/A,#N/A,0
2,14993.74,-7.30%,13690.23,13637.03,49.91771,51.58138,-1.66367,1771.957,25.3083,381.5906,5281.025,74609.2,0.021449,4.959817,14510948,2.51E-01,5.11E+09,1158246,0.00201,3.811467,8.36E+10,1.009268,0.584647,0.647029,0.046137,0.606857,9.620794,1930.646,2747.71,7157.39,0
2,11518.17,-9.75%,13309.25,13382.35,39.86711,43.05503,-3.18792,1703.766,32.45309,-827.796,5341.917,47340.12,0.016728,2.862434,12819143,1.28E-01,5.46E+09,985139,0.001594,3.0094,8.44E+10,0.978754,0.189833,0.536349,0.052036,0.6078,23.72737,2034.102,#N/A,#N/A,0
2,10766.7,-6.52%,13209.54,13309.25,37.06892,42.13726,-5.06834,1712.354,33.43443,-919.474,5333.057,45328.77,0.015626,2.513172,12503419,1.31E-01,5.49E+09,944978,0.001282,2.498909,8.42E+10,0.973805,0.193144,0.505158,0.046338,0.60776,16.31808,2042.274,2832.97,7408.03,0
2,8072.99,-5.55%,10992.97,11112.15,37.19481,34.41912,2.775689,1321.844,48.00124,-1208.68,5163.861,29671.68,0.011288,1.307889,11717424,3.18E-02,5.86E+09,818411,0.000421,1.515029,8.12E+10,0.983227,0,0.362406,0.041708,0.612948,15.25756,2196.341,#N/A,#N/A,0
2,10380.04,-6.67%,10714.84,10728.5,52.84606,42.2428,10.60326,1145.702,35.44678,-283.871,5217.275,27034.14,0.01439,2.375811,13267429,2.15E-02,5.99E+09,730164,0.00028,2.079852,8.20E+10,1.032011,0,0.505555,0.044776,0.612166,12.86573,2214.269,#N/A,#N/A,0
2,10454.27,-6.95%,10739.63,10751.28,52.09243,47.73082,4.361611,1102.442,29.47284,13.32532,5265.132,28107.5,0.014247,2.384284,13077078,1.89E-02,6.06E+09,705377,0.000198,2.169317,8.28E+10,1.023736,0,0.506103,0.046738,0.611902,15.71356,2224.182,2701.33,7218.23,0
2,9830,-5.97%,10703.96,10739.63,48.16024,48.54089,-0.38065,1108.32,28.02904,-10.8397,5335.796,33961.72,0.013423,2.060879,12478785,1.98E-02,6.08E+09,713584,0.000205,1.811429,8.40E+10,1.212475,0,0.463041,0.041091,0.612044,14.9769,2261.652,2703.96,7210.09,0
2,10700,-5.96%,10699.43,10699.41,51.8712,52.92756,-1.05636,844.0835,17.16521,280.8263,5421.634,33334.11,0.012999,2.275786,13176182,1.87E-02,6.33E+09,836883,0.000181,1.903658,8.53E+10,1.020368,0.001104,0.498177,0.043001,0.612534,26.77687,2296.259,2728.12,7372.01,0
2,9920,-7.29%,10668.86,10699.43,45.62928,52.4659,-6.83662,890.5061,17.48095,192.3262,5412.946,31964.96,0.012174,1.934304,12112733,1.74E-02,6.35E+09,917543,0.000163,1.807379,8.52E+10,0.966058,0,0.456063,0.043278,0.612413,25.56524,2298.601,2726.8,7396.65,0
2,9304.9,-6.20%,10615.37,10668.86,41.39858,51.98293,-10.5843,901.7557,18.12202,71.72891,5403.235,29428.27,0.011289,1.696263,11798644,1.73E-02,6.37E+09,915691,0.000182,1.727147,8.50E+10,0.957994,0,0.426084,0.044681,0.612232,23.26989,2299.841,2738.97,7427.95,0
2,6791.68,-8.53%,8856.864,8941.157,34.6183,37.28943,-2.67113,659.519,36.32177,-647.802,5218.561,15382.93,0.007095,0.670317,10164277,1.33E-02,6.78E+09,567822,0.000134,1.048732,8.17E+10,0.954437,0.001524,0.238592,0.040339,0.608865,25.25048,2341.32,2644.69,7042.105,0
2,8865.98,-8.08%,8440.013,8422.627,57.46143,58.30653,-0.8451,535.7256,27.24461,333.8173,5247.245,21900.85,0.008218,1.500541,12473245,5.63E-02,7.10E+09,688526,0.000431,1.078976,8.21E+10,1.018581,0.046511,0.406804,0.033562,0.608591,17.29707,2409.007,2639.4,7003.738,0
2,8403.33,-6.74%,8830.129,8847.55,42.44132,57.19537,-14.754,472.75,23.61104,180.762,5302.944,16507.04,0.007112,1.243801,11405292,2.37E-02,7.37E+09,758779,0.000181,1.00137,8.29E+10,0.980997,0.085487,0.371797,0.034612,0.607697,18.24929,2453.677,2727.72,7402.883,0
2,7505,-6.04%,8615.484,8660.81,33.81533,43.13289,-9.31756,443.9937,21.80081,-227.696,5336.491,14485.62,0.006057,0.860197,10190895,1.50E-02,7.56E+09,640753,0.000138,1.110691,8.34E+10,0.972305,0.130185,0.294172,0.044298,0.608253,24.95924,2502.617,2733.29,7425.957,0
2,6770.31,-9.69%,8024.057,8075.231,30.08248,40.34033,-10.2579,346.2007,32.74911,-248.705,5283.035,9270.057,0.005165,0.567616,9532593,1.04E-02,7.83E+09,529717,9.29E-05,0.7749,8.24E+10,0.946347,0,0.221404,0.034492,0.605205,17.8652,2517.611,#N/A,#N/A,0
2,6059.82,-9.81%,7462.404,7519.652,30.91317,34.94266,-4.02949,342.923,43.94866,-355.408,5215.152,6177.472,0.004413,0.332172,9210218,3.52E-02,7.98E+09,618787,0.000338,0.806214,8.12E+10,0.951365,0.025782,0.142762,0.041086,0.603411,24.38189,2526.874,2754.88,7692.816,0
2,6303.7,-5.41%,6925.742,6951.131,42.6025,45.70018,-3.09768,298.5016,29.84745,-77.4124,5112.346,5669.998,0.004261,0.462263,9564530,1.21E-02,8.19E+09,665924,0.000106,0.796281,7.94E+10,0.97398,0.319118,0.192455,0.040451,0.601328,20.89364,2543.934,2793.84,7759.199,0
2,7727.27,-5.42%,7277.74,7259.391,55.88427,67.14715,-11.2629,365.3773,35.75357,382.5493,5141.435,5020.764,0.00481,0.992562,11677016,1.37E-02,8.49E+09,689933,0.000105,0.921296,7.99E+10,1.002569,0.175294,0.338097,0.039802,0.598321,27.58585,2564.312,2816.29,7671.789,0
2,7005,-5.52%,7292.802,7304.549,41.55831,62.28436,-20.7261,361.1272,28.70241,166.4287,5131.147,4335.165,0.004346,0.713621,10597628,7.76E-03,8.55E+09,542806,8.98E-05,1.005028,7.97E+10,0.956479,0.025667,0.270302,0.047816,0.597646,35.58089,2567.505,#N/A,#N/A,0
2,6282.5,-6.49%,7209.549,7247.388,30.96125,52.83623,-21.875,376.3359,27.83652,-87.4034,5112.726,3221.548,0.003827,0.448754,9409589,1.05E-02,8.60E+09,649542,8.82E-05,0.794805,7.93E+10,0.952689,0.07234,0.189213,0.042527,0.597041,21.53418,2570.372,2857.7,7888.324,0
2,6146.01,-6.12%,7142.858,7183.545,32.478,48.30798,-15.83,395.4187,29.70099,-193.06,5101.733,2949.487,0.003749,0.404789,9259108,9.19E-03,8.63E+09,658349,9.03E-05,0.882368,7.91E+10,0.980412,0.075611,0.175092,0.047783,0.596921,25.36794,2574.118,2833.28,7839.109,0
2,6687.96,-9.13%,6904.775,6913.625,45.27016,55.81302,-10.5429,306.0037,23.12857,97.82663,5102.547,2232.941,0.003946,0.635608,10649298,1.89E-02,8.96E+09,663893,0.000129,0.719749,7.91E+10,0.981012,0.228919,0.24944,0.035525,0.597348,23.78216,2642.49,2888.6,7995.172,0
2,6154.69,-5.67%,6599.537,6617.694,33.99901,48.556,-14.557,192.0415,10.73846,-36.8927,5014.545,1761.741,0.003193,0.452536,8984697,9.18E-03,9.38E+09,686801,7.02E-05,0.747631,7.75E+10,0.889116,0.163562,0.197381,0.042778,0.59377,21.73834,2680.671,2728.37,7329.059,0
2,4349.23,-8.12%,6135.831,6208.753,9.49125,31.78745,-22.2962,271.7332,32.83238,-379.907,4846.042,1449.918,0.002145,-0.16371,8283935,4.03E-02,9.82E+09,768688,0.000241,0.457477,7.44E+10,0.863757,1,-0.0872,0.035245,0.591697,14.48516,2734.839,2641.89,6908.824,0
2,4265.36,-6.16%,6002.544,6073.449,15.64699,26.40051,-10.7535,285.0932,39.00177,-484.106,4826.204,1186.524,0.002095,-0.16631,8109693,2.50E-02,9.83E+09,656422,0.000147,0.416387,7.41E+10,0.936517,0.977939,-0.10673,0.032526,0.591828,29.06077,2736.233,#N/A,#N/A,0
2,3731.32,-5.22%,5695.222,5775.382,17.19465,18.03002,-0.83536,356.9073,50.20021,-646.85,4778.351,1047.757,0.001804,-0.36484,7790340,2.68E-02,9.86E+09,633473,0.000149,0.328137,7.33E+10,0.889293,1,-0.26493,0.02954,0.591783,22.5857,2739.582,2673.45,7081.852,0
2,3976,-6.40%,5453.266,5513.562,29.75195,19.49866,10.25329,369.9362,51.16235,-584.504,4747.663,954.5308,0.001893,-0.26599,8089773,3.13E-02,9.88E+09,596001,0.000163,0.318138,7.27E+10,0.93136,0.984265,-0.18082,0.026835,0.594051,12.27175,2770.344,2760.17,7330.535,0
2,3833.47,-6.57%,5291.409,5350.916,30.13575,22.93241,7.203337,361.0471,50.91963,-524.634,4761.205,996.4137,0.001822,-0.31222,7763410,2.14E-02,9.90E+09,576348,0.000129,0.351694,7.30E+10,1.079341,0.941507,-0.22405,0.030333,0.597045,16.25195,2805.852,2790.37,7441.512,0
2,3694.39,-5.32%,5176.425,5236.916,29.38638,25.3721,4.014279,349.4239,51.53105,-508.184,4740.228,1334.802,0.001738,-0.35726,7203151,1.59E-02,9.91E+09,602408,0.000103,0.39649,7.26E+10,0.726406,0.982246,-0.26264,0.034656,0.610163,13.30563,2887.909,#N/A,#N/A,0
2,3433.26,-7.07%,5108.065,5176.425,26.3312,26.13526,0.195938,356.5365,52.23881,-522.282,4709.049,1401.919,0.001713,-0.43237,7025169,1.66E-02,9.92E+09,655300,0.000102,0.395653,7.21E+10,0.813406,0.996269,-0.34057,0.036009,0.611937,14.25205,2895.924,2695.95,7188.258,0
2,3839.06,-5.80%,4382.107,4404.272,49.54601,35.11359,14.43242,297.1862,40.8047,-206.552,4598.961,485.0002,0.001822,-0.2543,8470283,1.74E-02,1.00E+10,660839,0.00011,0.475097,7.02E+10,0.965333,0.932116,-0.18031,0.037313,0.611549,19.54485,2903.495,2416.62,6332.996,0
2,3780,-6.30%,4315.583,4337.444,47.52089,41.6829,5.837984,288.1774,34.04767,-87.7344,4588.553,410.9389,0.001724,-0.28273,8201556,9.12E-03,1.00E+10,489953,6.90E-05,0.520357,7.00E+10,0.941586,0.829608,-0.20126,0.042462,0.610831,32.46287,2903.18,#N/A,#N/A,0
2,3589.89,-5.77%,4268.071,4295.752,43.11757,43.95162,-0.83404,278.9554,29.85656,-87.3962,4581.653,344.2609,0.001697,-0.34167,7604598,7.72E-03,1.01E+10,617811,5.64E-05,0.565391,6.99E+10,0.963455,0.76584,-0.25355,0.046548,0.610458,24.04452,2903.217,2488.83,6579.492,0
2,3626.12,-9.44%,4092.193,4111.217,43.13748,50.33575,-7.19827,231.3149,18.45685,3.656711,4520.871,287.1543,0.001698,-0.30747,7542890,1.31E-02,1.02E+10,646786,7.90E-05,0.548519,6.88E+10,0.87502,0.52525,-0.22911,0.041568,0.608669,20.81012,2907.935,2596.64,6986.066,0
2,3734.22,-9.14%,3719.922,3719.338,51.49185,60.42027,-8.92842,145.3972,30.32129,97.15766,4382.42,248.9109,0.001694,-0.2022,9070288,1.70E-02,1.05E+10,569543,9.23E-05,0.584339,6.65E+10,0.986966,0.108183,-0.15048,0.036243,0.610149,29.70372,2956.858,#N/A,#N/A,0
2,5041.3,-5.21%,4295.61,4265.174,67.40018,78.6099,-11.2097,216.5384,50.0387,343.6424,4379.444,305.6621,0.002035,0.254465,11528583,5.55E-02,1.08E+10,813435,0.000286,0.936333,6.64E+10,1.002374,0.975554,0.133718,0.041439,0.607244,17.38488,2987.819,2888.32,7947.359,0
2,5134.81,-5.64%,4710.247,4692.918,54.25395,68.10035,-13.8464,219.1328,49.98428,224.7497,4398.912,373.5851,0.002118,0.297429,11280049,5.01E-02,1.09E+10,754024,0.000246,0.927675,6.68E+10,1.003612,0.982307,0.155981,0.037621,0.607018,14.14113,3007.436,2926.17,8118.684,0
2,7363.69,-6.54%,5744.895,5678.822,66.01879,77.73416,-11.7154,513.9862,53.7219,697.5673,4560.083,736.6872,0.002735,1.01816,13960423,1.07E-01,1.12E+10,907019,0.000629,1.352805,6.95E+10,0.988778,0.993928,0.379926,0.039673,0.6077,17.78969,3067.277,2859.53,7816.285,0
2,8107.96,-7.19%,7003.189,6958.096,55.15419,66.27332,-11.1191,499.7674,33.84515,518.9247,4746.348,646.5633,0.003104,1.261678,14338164,1.18E-01,1.15E+10,731823,0.000677,1.245344,7.27E+10,1.056986,0.824124,0.421356,0.031079,0.607077,14.53436,3117.757,2744.45,7333.02,0
2,7670.96,-5.39%,7029.376,7003.189,48.60424,64.89846,-16.2942,512.7097,32.44181,427.8197,4726,699.1406,0.002862,1.078822,13340637,1.02E-01,1.15E+10,907738,0.000582,1.48637,7.24E+10,0.934379,0.95367,0.386722,0.040397,0.60762,16.98044,3127.24,2803.27,7527.117,0
2,10761.26,-9.30%,8956.585,8882.925,55.42991,71.68619,-16.2563,976.6921,41.35949,956.2597,5101.208,1048.598,0.00398,2.064031,15604959,5.23E-02,1.20E+10,672866,0.000317,2.071325,7.88E+10,1.10061,0.557423,0.528542,0.039749,0.60912,11.92138,3260.34,#N/A,#N/A,0
